[000.017350699999951757] [   find_directory@utils.helpers    ] debug     Searching for directory 'locale'
[000000.017461599998569] [   find_directory@utils.helpers    ] debug       Searching directory C:\Users\Colton Wollinger\poc\PixelPulse-6502\emu\utils\helpers.py
[0000.01784389999920677] [   find_directory@utils.helpers    ] debug       Searching directory C:\Users\Colton Wollinger\poc\PixelPulse-6502\emu\utils
[000.018015099998592632] [   find_directory@utils.helpers    ] debug       Searching directory C:\Users\Colton Wollinger\poc\PixelPulse-6502\emu
[000.018142799999623094] [   find_directory@utils.helpers    ] debug       Searching directory C:\Users\Colton Wollinger\poc\PixelPulse-6502
[000.018266399998537963] [        Undefined@Undefined        ] debug       Found directory C:\Users\Colton Wollinger\poc\PixelPulse-6502
[000.018456300000252668] [           (init)@__main__         ] debug     Set locale to en-CA
[000.019463299999188166] [       config_cpu@cpu.cpuhelpers   ] debug     Cart is 0x10000 bytes.
[0000.02018320000024687] [       config_cpu@cpu.cpuhelpers   ] debug     Loaded to 32844
[0000.09944919999907142] [       (MainLoop)@__main__         ] debug     PC: 32846 | A: 0x10  | X: 0x0   | Y: 0x0   | P: 0b110000   | SP: 255 | P1: 0        | P2: 0        | I: RTI         | C: 2     | PS: 0b0   | PIC: None 
[0000.09961119999934454] [         tick_cpu@cpu.cpu_emu      ] debug     Encountered BRK instruction.
[0000.10031909999997879] [       (MainLoop)@__main__         ] debug     PC: 0     | A: 0x10  | X: 0x0   | Y: 0x0   | P: 0b110000   | SP: 2   | P1: 0        | P2: 0        | I: BRK         | C: 8     | PS: 0b0   | PIC: None 
[0000.10053899999911664] [       (MainLoop)@__main__         ] debug     PC: 32776 | A: 0x10  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 255 | P1: 0        | P2: 0        | I: JSR $802c   | C: 15    | PS: 0b0   | PIC: None 
[0000.10083680000025197] [       (MainLoop)@__main__         ] debug     PC: 32812 | A: 0x10  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 253 | P1: 0        | P2: 0        | I: LDA #$11    | C: 21    | PS: 0b0   | PIC: None 
[0000.10101039999972272] [       (MainLoop)@__main__         ] debug     PC: 32814 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 253 | P1: 0        | P2: 0        | I: STA $3000   | C: 23    | PS: 0b0   | PIC: None 
[0000.10115549999864015] [       (MainLoop)@__main__         ] debug     PC: 32817 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 253 | P1: 0        | P2: 0        | I: JSR $8000   | C: 27    | PS: 0b0   | PIC: None 
[00000.1012829999999667] [       (MainLoop)@__main__         ] debug     PC: 32768 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 251 | P1: 0        | P2: 0        | I: PHA         | C: 33    | PS: 0b0   | PIC: None 
[0000.10140829999909329] [       (MainLoop)@__main__         ] debug     PC: 32769 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 250 | P1: 0        | P2: 0        | I: LDA #$01    | C: 36    | PS: 0b0   | PIC: None 
[0000.10366049999902316] [       (MainLoop)@__main__         ] debug     PC: 32771 | A: 0x1   | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 250 | P1: 0        | P2: 0        | I: STA $3024   | C: 38    | PS: 0b0   | PIC: None 
[0000.11134099999981117] [       (MainLoop)@__main__         ] debug     PC: 32774 | A: 0x1   | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 250 | P1: 0        | P2: 0        | I: PLA         | C: 42    | PS: 0b1   | PIC: None 
[0000.11833440000009432] [       (MainLoop)@__main__         ] debug     PC: 32775 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 251 | P1: 0        | P2: 0        | I: RTS         | C: 46    | PS: 0b1   | PIC: None 
[0000.12496699999974226] [       (MainLoop)@__main__         ] debug     PC: 32820 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 253 | P1: 0        | P2: 0        | I: RTS         | C: 52    | PS: 0b1   | PIC: None 
[00000.1311915999995108] [       (MainLoop)@__main__         ] debug     PC: 32779 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 255 | P1: 0        | P2: 0        | I: JMP $8008   | C: 58    | PS: 0b1   | PIC: None 
[0000.13758140000027197] [       (MainLoop)@__main__         ] debug     PC: 32776 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 255 | P1: 0        | P2: 0        | I: JSR $802c   | C: 61    | PS: 0b1   | PIC: None 
[0000.14394179999908374] [       (MainLoop)@__main__         ] debug     PC: 32812 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 253 | P1: 0        | P2: 0        | I: LDA #$11    | C: 67    | PS: 0b1   | PIC: None 
[0000.15036529999997583] [       (MainLoop)@__main__         ] debug     PC: 32814 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 253 | P1: 0        | P2: 0        | I: STA $3000   | C: 69    | PS: 0b1   | PIC: None 
[0000.15669809999963036] [       (MainLoop)@__main__         ] debug     PC: 32817 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 253 | P1: 0        | P2: 0        | I: JSR $8000   | C: 73    | PS: 0b1   | PIC: None 
[0000.16330959999868355] [       (MainLoop)@__main__         ] debug     PC: 32768 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 251 | P1: 0        | P2: 0        | I: PHA         | C: 79    | PS: 0b1   | PIC: None 
[0000.16982309999912104] [       (MainLoop)@__main__         ] debug     PC: 32769 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 250 | P1: 0        | P2: 0        | I: LDA #$01    | C: 82    | PS: 0b1   | PIC: None 
[0000.17771989999891957] [       (MainLoop)@__main__         ] debug     PC: 32771 | A: 0x1   | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 250 | P1: 0        | P2: 0        | I: STA $3024   | C: 84    | PS: 0b1   | PIC: None 
[0000.18443289999959234] [       (MainLoop)@__main__         ] debug     PC: 32774 | A: 0x1   | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 250 | P1: 0        | P2: 0        | I: PLA         | C: 88    | PS: 0b1   | PIC: None 
[0000.19059809999998834] [       (MainLoop)@__main__         ] debug     PC: 32775 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 251 | P1: 0        | P2: 0        | I: RTS         | C: 92    | PS: 0b1   | PIC: None 
[0000.19739560000016354] [       (MainLoop)@__main__         ] debug     PC: 32820 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 253 | P1: 0        | P2: 0        | I: RTS         | C: 98    | PS: 0b1   | PIC: None 
[0000.20455709999987448] [       (MainLoop)@__main__         ] debug     PC: 32779 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 255 | P1: 0        | P2: 0        | I: JMP $8008   | C: 104   | PS: 0b1   | PIC: None 
[0000.21114699999998265] [       (MainLoop)@__main__         ] debug     PC: 32776 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 255 | P1: 0        | P2: 0        | I: JSR $802c   | C: 107   | PS: 0b1   | PIC: None 
[0000.21750729999985197] [       (MainLoop)@__main__         ] debug     PC: 32812 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 253 | P1: 0        | P2: 0        | I: LDA #$11    | C: 113   | PS: 0b1   | PIC: None 
[0000.22404219999953057] [       (MainLoop)@__main__         ] debug     PC: 32814 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 253 | P1: 0        | P2: 0        | I: STA $3000   | C: 115   | PS: 0b1   | PIC: None 
[0000.23055839999869931] [       (MainLoop)@__main__         ] debug     PC: 32817 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 253 | P1: 0        | P2: 0        | I: JSR $8000   | C: 119   | PS: 0b1   | PIC: None 
[0000.23686889999953564] [       (MainLoop)@__main__         ] debug     PC: 32768 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 251 | P1: 0        | P2: 0        | I: PHA         | C: 125   | PS: 0b1   | PIC: None 
[00000.2442784999984724] [       (MainLoop)@__main__         ] debug     PC: 32769 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 250 | P1: 0        | P2: 0        | I: LDA #$01    | C: 128   | PS: 0b1   | PIC: None 
[0000.25111219999962486] [       (MainLoop)@__main__         ] debug     PC: 32771 | A: 0x1   | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 250 | P1: 0        | P2: 0        | I: STA $3024   | C: 130   | PS: 0b1   | PIC: None 
[00000.2579690999991726] [       (MainLoop)@__main__         ] debug     PC: 32774 | A: 0x1   | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 250 | P1: 0        | P2: 0        | I: PLA         | C: 134   | PS: 0b1   | PIC: None 
[0000.26459409999915806] [       (MainLoop)@__main__         ] debug     PC: 32775 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 251 | P1: 0        | P2: 0        | I: RTS         | C: 138   | PS: 0b1   | PIC: None 
[0000.27157719999922847] [       (MainLoop)@__main__         ] debug     PC: 32820 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 253 | P1: 0        | P2: 0        | I: RTS         | C: 144   | PS: 0b1   | PIC: None 
[0000.27926879999904486] [       (MainLoop)@__main__         ] debug     PC: 32779 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 255 | P1: 0        | P2: 0        | I: JMP $8008   | C: 150   | PS: 0b1   | PIC: None 
[0000.28630319999865605] [       (MainLoop)@__main__         ] debug     PC: 32776 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 255 | P1: 0        | P2: 0        | I: JSR $802c   | C: 153   | PS: 0b1   | PIC: None 
[00000.2931792999988829] [       (MainLoop)@__main__         ] debug     PC: 32812 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 253 | P1: 0        | P2: 0        | I: LDA #$11    | C: 159   | PS: 0b1   | PIC: None 
[0000.29971870000008494] [       (MainLoop)@__main__         ] debug     PC: 32814 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 253 | P1: 0        | P2: 0        | I: STA $3000   | C: 161   | PS: 0b1   | PIC: None 
[00000.3064235000001645] [       (MainLoop)@__main__         ] debug     PC: 32817 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 253 | P1: 0        | P2: 0        | I: JSR $8000   | C: 165   | PS: 0b1   | PIC: None 
[0000.31273049999981595] [       (MainLoop)@__main__         ] debug     PC: 32768 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 251 | P1: 0        | P2: 0        | I: PHA         | C: 171   | PS: 0b1   | PIC: None 
[00000.3197967999985849] [       (MainLoop)@__main__         ] debug     PC: 32769 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 250 | P1: 0        | P2: 0        | I: LDA #$01    | C: 174   | PS: 0b1   | PIC: None 
[0000.32611720000022615] [       (MainLoop)@__main__         ] debug     PC: 32771 | A: 0x1   | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 250 | P1: 0        | P2: 0        | I: STA $3024   | C: 176   | PS: 0b1   | PIC: None 
[0000.33421110000017507] [       (MainLoop)@__main__         ] debug     PC: 32774 | A: 0x1   | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 250 | P1: 0        | P2: 0        | I: PLA         | C: 180   | PS: 0b1   | PIC: None 
[0000.34149819999947795] [       (MainLoop)@__main__         ] debug     PC: 32775 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 251 | P1: 0        | P2: 0        | I: RTS         | C: 184   | PS: 0b1   | PIC: None 
[0000.34828529999867897] [       (MainLoop)@__main__         ] debug     PC: 32820 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 253 | P1: 0        | P2: 0        | I: RTS         | C: 190   | PS: 0b1   | PIC: None 
[00000.3550283999993553] [       (MainLoop)@__main__         ] debug     PC: 32779 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 255 | P1: 0        | P2: 0        | I: JMP $8008   | C: 196   | PS: 0b1   | PIC: None 
[0000.36152469999979076] [       (MainLoop)@__main__         ] debug     PC: 32776 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 255 | P1: 0        | P2: 0        | I: JSR $802c   | C: 199   | PS: 0b1   | PIC: None 
[0000.36837439999908383] [       (MainLoop)@__main__         ] debug     PC: 32812 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 253 | P1: 0        | P2: 0        | I: LDA #$11    | C: 205   | PS: 0b1   | PIC: None 
[00000.3746577999991132] [       (MainLoop)@__main__         ] debug     PC: 32814 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 253 | P1: 0        | P2: 0        | I: STA $3000   | C: 207   | PS: 0b1   | PIC: None 
[00000.3815729999987525] [       (MainLoop)@__main__         ] debug     PC: 32817 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 253 | P1: 0        | P2: 0        | I: JSR $8000   | C: 211   | PS: 0b1   | PIC: None 
[00000.3886841999992612] [       (MainLoop)@__main__         ] debug     PC: 32768 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 251 | P1: 0        | P2: 0        | I: PHA         | C: 217   | PS: 0b1   | PIC: None 
